"observation_id","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_length","installment_rate","personal_status","other_debtors","residence_history","property","age","installment_plan","housing","existing_credits","default","dependents","telephone","foreign_worker","job"
499,"1 - 200 DM",18,"repaid","radio/tv",1301,"< 100 DM","> 7 yrs",4,"married male","guarantor",2,"real estate",32,"none","own",1,1,1,"none","yes","unskilled resident"
500,"> 200 DM",6,"critical","car (new)",1323,"101 - 500 DM","> 7 yrs",2,"divorced male","none",4,"other",28,"none","own",2,1,2,"yes","yes","skilled employee"
501,"< 0 DM",24,"repaid","car (new)",3123,"< 100 DM","0 - 1 yrs",4,"female","none",1,"building society savings",27,"none","own",1,2,1,"none","yes","skilled employee"
502,"< 0 DM",36,"repaid","car (used)",5493,"< 100 DM","> 7 yrs",2,"single male","none",4,"unknown/none",42,"none","for free",1,1,2,"none","yes","skilled employee"
503,"> 200 DM",9,"repaid","radio/tv",1126,"101 - 500 DM","> 7 yrs",2,"divorced male","none",4,"real estate",49,"none","own",1,1,1,"none","yes","skilled employee"
504,"1 - 200 DM",24,"critical","radio/tv",1216,"101 - 500 DM","0 - 1 yrs",4,"single male","none",4,"unknown/none",38,"bank","own",2,2,2,"none","yes","skilled employee"
505,"< 0 DM",24,"repaid","car (new)",1207,"< 100 DM","0 - 1 yrs",4,"female","none",4,"building society savings",24,"none","rent",1,2,1,"none","yes","skilled employee"
506,"unknown",10,"repaid","car (new)",1309,"unknown","1 - 4 yrs",4,"single male","guarantor",4,"building society savings",27,"none","own",1,2,1,"none","yes","unskilled resident"
507,"> 200 DM",15,"critical","car (used)",2360,"501 - 1000 DM","1 - 4 yrs",2,"single male","none",2,"other",36,"none","own",1,1,1,"yes","yes","skilled employee"
508,"1 - 200 DM",15,"fully repaid this bank","car (new)",6850,"101 - 500 DM","unemployed",1,"single male","none",2,"building society savings",34,"none","own",1,2,2,"yes","yes","mangement self-employed"
509,"unknown",24,"repaid","radio/tv",1413,"< 100 DM","1 - 4 yrs",4,"married male","none",2,"building society savings",28,"none","own",1,1,1,"none","yes","skilled employee"
510,"unknown",39,"repaid","car (used)",8588,"101 - 500 DM","> 7 yrs",4,"single male","none",2,"other",45,"none","own",1,1,1,"yes","yes","mangement self-employed"
511,"< 0 DM",12,"repaid","car (new)",759,"< 100 DM","4 - 7 yrs",4,"single male","none",2,"real estate",26,"none","own",1,2,1,"none","yes","skilled employee"
512,"unknown",36,"repaid","car (used)",4686,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"unknown/none",32,"none","for free",1,1,1,"yes","yes","mangement self-employed"
513,"> 200 DM",15,"repaid","business",2687,"< 100 DM","4 - 7 yrs",2,"single male","none",4,"building society savings",26,"none","rent",1,1,1,"yes","yes","skilled employee"
514,"1 - 200 DM",12,"delayed","radio/tv",585,"< 100 DM","1 - 4 yrs",4,"married male","co-applicant",4,"real estate",20,"none","rent",2,1,1,"none","yes","skilled employee"
515,"unknown",24,"repaid","car (new)",2255,"unknown","0 - 1 yrs",4,"single male","none",1,"building society savings",54,"none","own",1,1,1,"none","yes","skilled employee"
516,"< 0 DM",6,"critical","car (new)",609,"< 100 DM","4 - 7 yrs",4,"female","none",3,"building society savings",37,"none","own",2,1,1,"none","no","skilled employee"
517,"< 0 DM",6,"critical","car (new)",1361,"< 100 DM","0 - 1 yrs",2,"single male","none",4,"real estate",40,"none","own",1,1,2,"none","no","unskilled resident"
518,"unknown",36,"critical","furniture",7127,"< 100 DM","0 - 1 yrs",2,"female","none",4,"building society savings",23,"none","rent",2,2,1,"yes","yes","skilled employee"
519,"< 0 DM",6,"repaid","car (new)",1203,"101 - 500 DM","> 7 yrs",3,"single male","none",2,"building society savings",43,"none","own",1,1,1,"yes","yes","skilled employee"
520,"unknown",6,"critical","radio/tv",700,"unknown","> 7 yrs",4,"single male","none",4,"unknown/none",36,"none","for free",2,1,1,"none","yes","skilled employee"
521,"unknown",24,"critical","repairs",5507,"< 100 DM","> 7 yrs",3,"single male","none",4,"unknown/none",44,"none","for free",2,1,1,"none","yes","skilled employee"
522,"< 0 DM",18,"repaid","radio/tv",3190,"< 100 DM","1 - 4 yrs",2,"female","none",2,"real estate",24,"none","own",1,2,1,"none","yes","skilled employee"
523,"< 0 DM",48,"fully repaid","furniture",7119,"< 100 DM","1 - 4 yrs",3,"single male","none",4,"unknown/none",53,"none","for free",2,2,2,"none","yes","skilled employee"
524,"unknown",24,"repaid","car (used)",3488,"101 - 500 DM","4 - 7 yrs",3,"female","none",4,"other",23,"none","own",1,1,1,"none","yes","skilled employee"
525,"1 - 200 DM",18,"repaid","radio/tv",1113,"< 100 DM","1 - 4 yrs",4,"female","guarantor",4,"real estate",26,"none","own",1,1,2,"none","yes","unskilled resident"
526,"1 - 200 DM",26,"repaid","car (used)",7966,"< 100 DM","0 - 1 yrs",2,"single male","none",3,"other",30,"none","own",2,1,1,"none","yes","skilled employee"
527,"unknown",15,"critical","education",1532,"101 - 500 DM","1 - 4 yrs",4,"female","none",3,"other",31,"none","own",1,1,1,"none","yes","skilled employee"
528,"unknown",4,"critical","radio/tv",1503,"< 100 DM","4 - 7 yrs",2,"single male","none",1,"real estate",42,"none","own",2,1,2,"none","yes","unskilled resident"
529,"< 0 DM",36,"repaid","radio/tv",2302,"< 100 DM","1 - 4 yrs",4,"divorced male","none",4,"other",31,"none","rent",1,2,1,"none","yes","skilled employee"
530,"< 0 DM",6,"repaid","car (new)",662,"< 100 DM","0 - 1 yrs",3,"single male","none",4,"real estate",41,"none","own",1,1,2,"yes","yes","unskilled resident"
531,"1 - 200 DM",36,"repaid","education",2273,"< 100 DM","4 - 7 yrs",3,"single male","none",1,"other",32,"none","own",2,1,2,"none","yes","skilled employee"
532,"1 - 200 DM",15,"repaid","car (new)",2631,"101 - 500 DM","1 - 4 yrs",2,"female","none",4,"other",28,"none","rent",2,2,1,"yes","yes","skilled employee"
533,"unknown",12,"delayed","car (used)",1503,"< 100 DM","1 - 4 yrs",4,"married male","none",4,"real estate",41,"none","rent",1,1,1,"none","yes","skilled employee"
534,"unknown",24,"repaid","radio/tv",1311,"101 - 500 DM","4 - 7 yrs",4,"married male","none",3,"building society savings",26,"none","own",1,1,1,"yes","yes","skilled employee"
535,"unknown",24,"repaid","radio/tv",3105,"unknown","0 - 1 yrs",4,"single male","none",2,"other",25,"none","own",2,1,1,"none","yes","skilled employee"
536,"> 200 DM",21,"critical","education",2319,"< 100 DM","0 - 1 yrs",2,"divorced male","none",1,"other",33,"none","rent",1,2,1,"none","yes","skilled employee"
537,"< 0 DM",6,"repaid","car (new)",1374,"unknown","unemployed",4,"female","none",3,"building society savings",75,"none","own",1,1,1,"yes","yes","mangement self-employed"
538,"1 - 200 DM",18,"critical","furniture",3612,"< 100 DM","> 7 yrs",3,"female","none",4,"building society savings",37,"none","own",1,1,1,"yes","yes","skilled employee"
539,"< 0 DM",48,"repaid","car (new)",7763,"< 100 DM","> 7 yrs",4,"single male","none",4,"unknown/none",42,"bank","for free",1,2,1,"none","yes","mangement self-employed"
540,"> 200 DM",18,"repaid","furniture",3049,"< 100 DM","0 - 1 yrs",1,"female","none",1,"building society savings",45,"stores","own",1,1,1,"none","yes","unskilled resident"
541,"1 - 200 DM",12,"repaid","radio/tv",1534,"< 100 DM","0 - 1 yrs",1,"married male","none",1,"real estate",23,"none","rent",1,2,1,"none","yes","skilled employee"
542,"unknown",24,"delayed","car (new)",2032,"< 100 DM","> 7 yrs",4,"single male","none",4,"unknown/none",60,"none","for free",2,1,1,"yes","yes","skilled employee"
543,"< 0 DM",30,"repaid","furniture",6350,"unknown","> 7 yrs",4,"single male","none",4,"building society savings",31,"none","own",1,2,1,"none","yes","skilled employee"
544,"> 200 DM",18,"repaid","furniture",2864,"< 100 DM","1 - 4 yrs",2,"single male","none",1,"real estate",34,"none","own",1,2,2,"none","yes","unskilled resident"
545,"unknown",12,"critical","car (new)",1255,"< 100 DM","> 7 yrs",4,"single male","none",4,"real estate",61,"none","own",2,1,1,"none","yes","unskilled resident"
546,"< 0 DM",24,"delayed","car (new)",1333,"< 100 DM","unemployed",4,"single male","none",2,"real estate",43,"none","for free",2,2,2,"none","yes","skilled employee"
547,"unknown",24,"critical","car (new)",2022,"< 100 DM","1 - 4 yrs",4,"female","none",4,"other",37,"none","own",1,1,1,"yes","yes","skilled employee"
548,"unknown",24,"repaid","radio/tv",1552,"< 100 DM","4 - 7 yrs",3,"single male","none",1,"other",32,"bank","own",1,1,2,"none","yes","skilled employee"
549,"< 0 DM",12,"fully repaid this bank","radio/tv",626,"< 100 DM","1 - 4 yrs",4,"female","none",4,"real estate",24,"bank","own",1,2,1,"none","yes","unskilled resident"
550,"unknown",48,"critical","car (used)",8858,"unknown","4 - 7 yrs",2,"single male","none",1,"unknown/none",35,"none","for free",2,1,1,"yes","yes","skilled employee"
551,"unknown",12,"critical","repairs",996,"unknown","4 - 7 yrs",4,"female","none",4,"real estate",23,"none","own",2,1,1,"none","yes","skilled employee"
552,"unknown",6,"fully repaid this bank","radio/tv",1750,"501 - 1000 DM","> 7 yrs",2,"single male","none",4,"building society savings",45,"bank","own",1,1,2,"none","yes","unskilled resident"
553,"< 0 DM",48,"repaid","radio/tv",6999,"< 100 DM","4 - 7 yrs",1,"married male","guarantor",1,"real estate",34,"none","own",2,2,1,"yes","yes","skilled employee"
554,"1 - 200 DM",12,"critical","car (new)",1995,"101 - 500 DM","0 - 1 yrs",4,"single male","none",1,"other",27,"none","own",1,1,1,"none","yes","skilled employee"
555,"1 - 200 DM",9,"repaid","education",1199,"< 100 DM","4 - 7 yrs",4,"female","none",4,"building society savings",67,"none","own",2,1,1,"yes","yes","mangement self-employed"
556,"1 - 200 DM",12,"repaid","radio/tv",1331,"< 100 DM","0 - 1 yrs",2,"single male","none",1,"other",22,"stores","own",1,2,1,"none","yes","skilled employee"
557,"1 - 200 DM",18,"fully repaid","car (new)",2278,"101 - 500 DM","0 - 1 yrs",3,"female","none",3,"other",28,"none","own",2,2,1,"none","yes","skilled employee"
558,"unknown",21,"fully repaid","car (new)",5003,"unknown","1 - 4 yrs",1,"female","none",4,"building society savings",29,"bank","own",2,2,1,"yes","yes","skilled employee"
559,"< 0 DM",24,"fully repaid this bank","furniture",3552,"< 100 DM","4 - 7 yrs",3,"single male","none",4,"other",27,"bank","own",1,2,1,"none","yes","skilled employee"
560,"1 - 200 DM",18,"critical","furniture",1928,"< 100 DM","0 - 1 yrs",2,"single male","none",2,"real estate",31,"none","own",2,2,1,"none","yes","unskilled resident"
561,"< 0 DM",24,"repaid","car (used)",2964,"unknown","> 7 yrs",4,"single male","none",4,"unknown/none",49,"bank","for free",1,1,2,"yes","yes","skilled employee"
562,"< 0 DM",24,"fully repaid this bank","radio/tv",1546,"< 100 DM","4 - 7 yrs",4,"single male","guarantor",4,"other",24,"bank","rent",1,2,1,"none","yes","unskilled resident"
563,"> 200 DM",6,"delayed","radio/tv",683,"< 100 DM","0 - 1 yrs",2,"female","none",1,"building society savings",29,"bank","own",1,1,1,"none","yes","skilled employee"
564,"1 - 200 DM",36,"repaid","car (new)",12389,"unknown","1 - 4 yrs",1,"single male","none",4,"unknown/none",37,"none","for free",1,2,1,"yes","yes","skilled employee"
565,"1 - 200 DM",24,"delayed","business",4712,"unknown","1 - 4 yrs",4,"single male","none",2,"building society savings",37,"bank","own",2,1,1,"yes","yes","mangement self-employed"
566,"1 - 200 DM",24,"delayed","radio/tv",1553,"101 - 500 DM","4 - 7 yrs",3,"female","none",2,"building society savings",23,"none","rent",2,1,1,"yes","yes","skilled employee"
567,"< 0 DM",12,"repaid","car (new)",1372,"< 100 DM","4 - 7 yrs",2,"divorced male","none",3,"other",36,"none","own",1,2,1,"none","yes","skilled employee"
568,"unknown",24,"critical","radio/tv",2578,"> 1000 DM","> 7 yrs",2,"single male","none",2,"other",34,"none","own",1,1,1,"none","yes","skilled employee"
569,"1 - 200 DM",48,"repaid","radio/tv",3979,"unknown","4 - 7 yrs",4,"single male","none",1,"other",41,"none","own",2,1,2,"yes","yes","skilled employee"
570,"< 0 DM",48,"repaid","radio/tv",6758,"< 100 DM","1 - 4 yrs",3,"female","none",2,"other",31,"none","own",1,2,1,"yes","yes","skilled employee"
571,"< 0 DM",24,"repaid","furniture",3234,"< 100 DM","0 - 1 yrs",4,"female","none",4,"real estate",23,"none","rent",1,2,1,"yes","yes","unskilled resident"
572,"unknown",30,"critical","radio/tv",5954,"< 100 DM","4 - 7 yrs",3,"single male","co-applicant",2,"other",38,"none","own",1,1,1,"none","yes","skilled employee"
573,"unknown",24,"repaid","car (used)",5433,"unknown","unemployed",2,"female","none",4,"building society savings",26,"none","rent",1,1,1,"yes","yes","mangement self-employed"
574,"< 0 DM",15,"repaid","business",806,"< 100 DM","1 - 4 yrs",4,"female","none",4,"building society savings",22,"none","own",1,1,1,"none","yes","unskilled resident"
575,"1 - 200 DM",9,"repaid","radio/tv",1082,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",27,"none","own",2,1,1,"none","yes","unskilled resident"
576,"unknown",15,"critical","furniture",2788,"< 100 DM","4 - 7 yrs",2,"female","co-applicant",3,"other",24,"bank","own",2,1,1,"none","yes","skilled employee"
577,"1 - 200 DM",12,"repaid","radio/tv",2930,"< 100 DM","4 - 7 yrs",2,"female","none",1,"real estate",27,"none","own",1,1,1,"none","yes","skilled employee"
578,"unknown",24,"critical","education",1927,"unknown","1 - 4 yrs",3,"female","none",2,"other",33,"none","own",2,1,1,"yes","yes","skilled employee"
579,"1 - 200 DM",36,"critical","car (new)",2820,"< 100 DM","0 - 1 yrs",4,"divorced male","none",4,"other",27,"none","own",2,2,1,"none","yes","skilled employee"
580,"unknown",24,"repaid","retraining",937,"< 100 DM","0 - 1 yrs",4,"married male","none",3,"other",27,"none","own",2,1,1,"none","yes","unskilled resident"
581,"1 - 200 DM",18,"critical","car (new)",1056,"< 100 DM","> 7 yrs",3,"single male","guarantor",3,"real estate",30,"bank","own",2,2,1,"none","yes","skilled employee"
582,"1 - 200 DM",12,"critical","car (new)",3124,"< 100 DM","0 - 1 yrs",1,"single male","none",3,"real estate",49,"bank","own",2,1,2,"none","yes","unskilled resident"
583,"unknown",9,"repaid","furniture",1388,"< 100 DM","1 - 4 yrs",4,"female","none",2,"real estate",26,"none","rent",1,1,1,"none","yes","skilled employee"
584,"1 - 200 DM",36,"repaid","repairs",2384,"< 100 DM","0 - 1 yrs",4,"single male","none",1,"unknown/none",33,"none","rent",1,2,1,"none","yes","unskilled resident"
585,"unknown",12,"repaid","car (new)",2133,"unknown","> 7 yrs",4,"female","none",4,"unknown/none",52,"none","for free",1,1,1,"yes","yes","mangement self-employed"
586,"< 0 DM",18,"repaid","furniture",2039,"< 100 DM","1 - 4 yrs",1,"female","none",4,"real estate",20,"bank","rent",1,2,1,"none","yes","skilled employee"
587,"< 0 DM",9,"critical","car (new)",2799,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",36,"none","rent",2,1,2,"none","yes","skilled employee"
588,"< 0 DM",12,"repaid","furniture",1289,"< 100 DM","1 - 4 yrs",4,"single male","guarantor",1,"building society savings",21,"none","own",1,1,1,"none","yes","unskilled resident"
589,"< 0 DM",18,"repaid","domestic appliances",1217,"< 100 DM","1 - 4 yrs",4,"married male","none",3,"real estate",47,"none","own",1,2,1,"yes","yes","unskilled resident"
590,"< 0 DM",12,"critical","furniture",2246,"< 100 DM","> 7 yrs",3,"single male","none",3,"building society savings",60,"none","own",2,2,1,"none","yes","skilled employee"
591,"< 0 DM",12,"critical","radio/tv",385,"< 100 DM","4 - 7 yrs",4,"female","none",3,"real estate",58,"none","own",4,1,1,"yes","yes","unskilled resident"
592,"1 - 200 DM",24,"delayed","car (new)",1965,"unknown","1 - 4 yrs",4,"female","none",4,"other",42,"none","rent",2,1,1,"yes","yes","skilled employee"
593,"unknown",21,"repaid","business",1572,"> 1000 DM","> 7 yrs",4,"female","none",4,"real estate",36,"bank","own",1,1,1,"none","yes","unskilled resident"
594,"1 - 200 DM",24,"repaid","car (new)",2718,"< 100 DM","1 - 4 yrs",3,"female","none",4,"building society savings",20,"none","rent",1,2,1,"yes","yes","unskilled resident"
595,"< 0 DM",24,"fully repaid this bank","others",1358,"unknown","> 7 yrs",4,"single male","none",3,"other",40,"stores","own",1,2,1,"yes","yes","mangement self-employed"
596,"1 - 200 DM",6,"fully repaid this bank","car (new)",931,"101 - 500 DM","0 - 1 yrs",1,"female","none",1,"building society savings",32,"stores","own",1,2,1,"none","yes","unskilled resident"
597,"< 0 DM",24,"repaid","car (new)",1442,"< 100 DM","4 - 7 yrs",4,"female","none",4,"other",23,"none","rent",2,2,1,"none","yes","skilled employee"
598,"1 - 200 DM",24,"fully repaid","business",4241,"< 100 DM","1 - 4 yrs",1,"single male","none",4,"real estate",36,"none","own",3,2,1,"yes","yes","unskilled resident"
599,"unknown",18,"critical","car (new)",2775,"< 100 DM","4 - 7 yrs",2,"single male","none",2,"building society savings",31,"bank","own",2,2,1,"none","yes","skilled employee"
600,"unknown",24,"delayed","business",3863,"< 100 DM","1 - 4 yrs",1,"single male","none",2,"unknown/none",32,"none","for free",1,1,1,"none","yes","skilled employee"
601,"1 - 200 DM",7,"repaid","radio/tv",2329,"< 100 DM","0 - 1 yrs",1,"female","guarantor",1,"real estate",45,"none","own",1,1,1,"none","yes","skilled employee"
602,"1 - 200 DM",9,"repaid","furniture",918,"< 100 DM","1 - 4 yrs",4,"female","none",1,"building society savings",30,"none","own",1,2,1,"none","yes","skilled employee"
603,"1 - 200 DM",24,"fully repaid this bank","education",1837,"< 100 DM","4 - 7 yrs",4,"female","none",4,"unknown/none",34,"bank","for free",1,2,1,"none","yes","unskilled resident"
604,"unknown",36,"repaid","furniture",3349,"< 100 DM","1 - 4 yrs",4,"female","none",2,"other",28,"none","own",1,2,1,"yes","yes","mangement self-employed"
605,"> 200 DM",10,"repaid","furniture",1275,"< 100 DM","0 - 1 yrs",4,"female","none",2,"building society savings",23,"none","own",1,1,1,"none","yes","skilled employee"
606,"< 0 DM",24,"fully repaid this bank","furniture",2828,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",4,"real estate",22,"stores","own",1,1,1,"yes","yes","skilled employee"
607,"unknown",24,"critical","business",4526,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"real estate",74,"none","own",1,1,1,"yes","yes","mangement self-employed"
608,"1 - 200 DM",36,"repaid","radio/tv",2671,"101 - 500 DM","1 - 4 yrs",4,"female","co-applicant",4,"unknown/none",50,"none","for free",1,2,1,"none","yes","skilled employee"
609,"unknown",18,"repaid","radio/tv",2051,"< 100 DM","0 - 1 yrs",4,"single male","none",1,"real estate",33,"none","own",1,1,1,"none","yes","skilled employee"
610,"unknown",15,"repaid","car (used)",1300,"unknown","> 7 yrs",4,"single male","none",4,"unknown/none",45,"bank","for free",1,1,2,"none","yes","skilled employee"
611,"< 0 DM",12,"repaid","domestic appliances",741,"101 - 500 DM","unemployed",4,"female","none",3,"building society savings",22,"none","own",1,2,1,"none","yes","skilled employee"
612,"> 200 DM",10,"repaid","car (new)",1240,"101 - 500 DM","> 7 yrs",1,"female","none",4,"unknown/none",48,"none","for free",1,2,2,"none","yes","unskilled resident"
613,"< 0 DM",21,"repaid","radio/tv",3357,"> 1000 DM","0 - 1 yrs",4,"female","none",2,"other",29,"bank","own",1,1,1,"none","yes","skilled employee"
614,"< 0 DM",24,"fully repaid this bank","car (used)",3632,"< 100 DM","1 - 4 yrs",1,"female","guarantor",4,"other",22,"bank","rent",1,1,1,"none","no","skilled employee"
615,"unknown",18,"delayed","furniture",1808,"< 100 DM","4 - 7 yrs",4,"female","none",1,"real estate",22,"none","own",1,2,1,"none","yes","skilled employee"
616,"1 - 200 DM",48,"fully repaid","business",12204,"unknown","1 - 4 yrs",2,"single male","none",2,"other",48,"bank","own",1,1,1,"yes","yes","mangement self-employed"
617,"1 - 200 DM",60,"delayed","radio/tv",9157,"unknown","1 - 4 yrs",2,"single male","none",2,"unknown/none",27,"none","for free",1,1,1,"none","yes","mangement self-employed"
618,"< 0 DM",6,"critical","car (new)",3676,"< 100 DM","1 - 4 yrs",1,"single male","none",3,"real estate",37,"none","rent",3,1,2,"none","yes","skilled employee"
619,"1 - 200 DM",30,"repaid","furniture",3441,"101 - 500 DM","1 - 4 yrs",2,"female","co-applicant",4,"other",21,"none","rent",1,2,1,"none","yes","skilled employee"
620,"unknown",12,"repaid","car (new)",640,"< 100 DM","1 - 4 yrs",4,"divorced male","none",2,"real estate",49,"none","own",1,1,1,"none","yes","unskilled resident"
621,"1 - 200 DM",21,"critical","business",3652,"< 100 DM","4 - 7 yrs",2,"single male","none",3,"building society savings",27,"none","own",2,1,1,"none","yes","skilled employee"
622,"unknown",18,"critical","car (new)",1530,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"building society savings",32,"bank","own",2,2,1,"none","yes","skilled employee"
623,"unknown",48,"repaid","business",3914,"unknown","1 - 4 yrs",4,"divorced male","none",2,"real estate",38,"bank","own",1,2,1,"none","yes","skilled employee"
624,"< 0 DM",12,"repaid","furniture",1858,"< 100 DM","0 - 1 yrs",4,"female","none",1,"other",22,"none","rent",1,1,1,"none","yes","skilled employee"
625,"< 0 DM",18,"repaid","radio/tv",2600,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"unknown/none",65,"none","for free",2,2,1,"none","yes","skilled employee"
626,"unknown",15,"repaid","radio/tv",1979,"unknown","> 7 yrs",4,"single male","none",2,"other",35,"none","own",1,1,1,"none","yes","skilled employee"
627,"> 200 DM",6,"repaid","furniture",2116,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",41,"none","own",1,1,1,"yes","yes","skilled employee"
628,"1 - 200 DM",9,"fully repaid this bank","car (new)",1437,"101 - 500 DM","4 - 7 yrs",2,"single male","none",3,"unknown/none",29,"none","own",1,2,1,"none","yes","skilled employee"
629,"unknown",42,"critical","furniture",4042,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",4,"real estate",36,"none","own",2,1,1,"yes","yes","skilled employee"
630,"unknown",9,"repaid","education",3832,"unknown","> 7 yrs",1,"single male","none",4,"real estate",64,"none","own",1,1,1,"none","yes","unskilled resident"
631,"< 0 DM",24,"repaid","radio/tv",3660,"< 100 DM","1 - 4 yrs",2,"female","none",4,"other",28,"none","own",1,1,1,"none","yes","skilled employee"
632,"< 0 DM",18,"fully repaid this bank","furniture",1553,"< 100 DM","1 - 4 yrs",4,"single male","none",3,"other",44,"bank","own",1,2,1,"none","yes","skilled employee"
633,"1 - 200 DM",15,"repaid","radio/tv",1444,"unknown","0 - 1 yrs",4,"single male","none",1,"building society savings",23,"none","own",1,1,1,"none","yes","skilled employee"
634,"unknown",9,"repaid","furniture",1980,"< 100 DM","0 - 1 yrs",2,"female","co-applicant",2,"other",19,"none","rent",2,2,1,"none","yes","skilled employee"
635,"1 - 200 DM",24,"repaid","car (new)",1355,"< 100 DM","0 - 1 yrs",3,"female","none",4,"other",25,"none","own",1,2,1,"yes","yes","unskilled resident"
636,"unknown",12,"repaid","education",1393,"< 100 DM","> 7 yrs",4,"single male","none",4,"building society savings",47,"bank","own",3,1,2,"yes","yes","skilled employee"
637,"unknown",24,"repaid","radio/tv",1376,"501 - 1000 DM","4 - 7 yrs",4,"female","none",1,"other",28,"none","own",1,1,1,"none","yes","skilled employee"
638,"unknown",60,"delayed","radio/tv",15653,"< 100 DM","4 - 7 yrs",2,"single male","none",4,"other",21,"none","own",2,1,1,"yes","yes","skilled employee"
639,"unknown",12,"repaid","radio/tv",1493,"< 100 DM","0 - 1 yrs",4,"female","none",3,"other",34,"none","own",1,1,2,"none","yes","skilled employee"
640,"< 0 DM",42,"delayed","radio/tv",4370,"< 100 DM","4 - 7 yrs",3,"single male","none",2,"building society savings",26,"bank","own",2,2,2,"yes","yes","skilled employee"
641,"< 0 DM",18,"repaid","education",750,"< 100 DM","unemployed",4,"female","none",1,"real estate",27,"none","own",1,2,1,"none","yes","unemployed non-resident"
642,"1 - 200 DM",15,"repaid","repairs",1308,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",38,"none","own",2,1,1,"none","yes","unskilled resident"
643,"unknown",15,"repaid","education",4623,"101 - 500 DM","1 - 4 yrs",3,"single male","none",2,"building society savings",40,"none","own",1,2,1,"yes","yes","mangement self-employed"
644,"unknown",24,"critical","radio/tv",1851,"< 100 DM","4 - 7 yrs",4,"married male","guarantor",2,"other",33,"none","own",2,1,1,"yes","yes","skilled employee"
645,"< 0 DM",18,"critical","radio/tv",1880,"< 100 DM","4 - 7 yrs",4,"married male","none",1,"building society savings",32,"none","own",2,1,1,"yes","yes","mangement self-employed"
646,"unknown",36,"delayed","business",7980,"unknown","0 - 1 yrs",4,"single male","none",4,"other",27,"none","rent",2,2,1,"yes","yes","skilled employee"
647,"< 0 DM",30,"fully repaid","furniture",4583,"< 100 DM","1 - 4 yrs",2,"divorced male","guarantor",2,"real estate",32,"none","own",2,1,1,"none","yes","skilled employee"
648,"unknown",12,"repaid","car (new)",1386,"501 - 1000 DM","1 - 4 yrs",2,"female","none",2,"building society savings",26,"none","own",1,2,1,"none","yes","skilled employee"
649,"> 200 DM",24,"repaid","car (new)",947,"< 100 DM","4 - 7 yrs",4,"single male","none",3,"unknown/none",38,"bank","for free",1,2,2,"none","yes","skilled employee"
650,"< 0 DM",12,"repaid","education",684,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"other",40,"none","rent",1,2,2,"none","yes","unskilled resident"
651,"< 0 DM",48,"repaid","education",7476,"< 100 DM","4 - 7 yrs",4,"single male","none",1,"unknown/none",50,"none","for free",1,1,1,"yes","yes","mangement self-employed"
652,"1 - 200 DM",12,"repaid","furniture",1922,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"building society savings",37,"none","own",1,2,1,"none","yes","unskilled resident"
653,"< 0 DM",24,"repaid","car (new)",2303,"< 100 DM","> 7 yrs",4,"single male","co-applicant",1,"real estate",45,"none","own",1,2,1,"none","yes","skilled employee"
654,"1 - 200 DM",36,"delayed","car (new)",8086,"101 - 500 DM","> 7 yrs",2,"single male","none",4,"other",42,"none","own",4,2,1,"yes","yes","mangement self-employed"
655,"unknown",24,"critical","car (used)",2346,"< 100 DM","4 - 7 yrs",4,"single male","none",3,"other",35,"none","own",2,1,1,"yes","yes","skilled employee"
656,"< 0 DM",14,"repaid","car (new)",3973,"< 100 DM","unemployed",1,"single male","none",4,"unknown/none",22,"none","for free",1,1,1,"none","yes","skilled employee"
657,"1 - 200 DM",12,"repaid","car (new)",888,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",41,"bank","own",1,2,2,"none","yes","unskilled resident"
658,"unknown",48,"repaid","radio/tv",10222,"unknown","4 - 7 yrs",4,"single male","none",3,"other",37,"stores","own",1,1,1,"yes","yes","skilled employee"
659,"1 - 200 DM",30,"fully repaid","business",4221,"< 100 DM","1 - 4 yrs",2,"female","none",1,"other",28,"none","own",2,1,1,"none","yes","skilled employee"
660,"1 - 200 DM",18,"critical","furniture",6361,"< 100 DM","> 7 yrs",2,"single male","none",1,"unknown/none",41,"none","own",1,1,1,"yes","yes","skilled employee"
661,"> 200 DM",12,"repaid","radio/tv",1297,"< 100 DM","1 - 4 yrs",3,"married male","none",4,"real estate",23,"none","rent",1,1,1,"none","yes","skilled employee"
662,"< 0 DM",12,"repaid","car (new)",900,"unknown","1 - 4 yrs",4,"married male","none",2,"other",23,"none","own",1,2,1,"none","yes","skilled employee"
663,"unknown",21,"repaid","furniture",2241,"< 100 DM","> 7 yrs",4,"single male","none",2,"real estate",50,"none","own",2,1,1,"none","yes","skilled employee"
